DISTRICT,YEAR,MILLETS,SOIL,PH,TEMPERATURE,HUMIDITY,RAINFALL,Area(Hectare),Production(Tonnes),Yield(Tonnes/Hectare)
BARWANI,2006,Bajra,black,7.21,45.26,55,854.4,9732,4064,0.42
BARWANI,2007,Bajra,black,7.21,45.46,52.56,457.3,9431,3750,0.4
BARWANI,2008,Bajra,black,7.21,44.76,48.44,493.5,8943,4306,0.48
BARWANI,2009,Bajra,black,7.21,46.05,52.31,843.4,8575,4278,0.5
BARWANI,2010,Bajra,black,7.21,46.4,57.25,770,7364,4454,0.6
BARWANI,2011,Bajra,black,7.21,44.31,52.12,558.5,6808,6240,0.92
BARWANI,2012,Bajra,black,7.21,43.66,50.38,475.1,5825,10135,1.74
BARWANI,2013,Bajra,black,7.21,44.83,57.88,935.8,5897,6993,1.19
BARWANI,2014,Bajra,black,7.21,45.81,52.88,728.9,9000,12000,1.33
BARWANI,2015,Bajra,black,7.21,45.35,53.06,644.8,7000,12000,1.71
BARWANI,2016,Bajra,black,7.21,47.23,50.38,603,9000,11000,1.22
BARWANI,2017,Bajra,black,7.21,44.51,49.88,645.8,8500,14160,1.67
BARWANI,2018,Bajra,black,7.21,45.47,44.94,619.2,5272,6463,1.23
BARWANI,2019,Bajra,black,7.21,45.76,57.31,1200.7,4585,4743,1.03
BARWANI,2015,Barley,black,7.21,45.35,53.06,644.8,4000,13000,3.25
BARWANI,2016,Barley,black,7.21,47.23,50.38,603,5000,16000,3.2
BARWANI,2017,Barley,black,7.21,44.51,49.88,645.8,2800,4370,1.56
BARWANI,2019,Barley,black,7.21,45.76,57.31,1200.7,28,90,3.21
BARWANI,1998,Jowar,black,7.21,46.28,54.56,703.2,54000,49500,0.92
BARWANI,1999,Jowar,black,7.21,45.01,50.75,592.3,52414,20380,0.39
BARWANI,2000,Jowar,black,7.21,45.19,42.69,505.7,50740,34406,0.68
BARWANI,2001,Jowar,black,7.21,45.51,45.81,552.7,52127,48088,0.92
BARWANI,2002,Jowar,black,7.21,47.21,46.25,704.4,50557,40498,0.8
BARWANI,2003,Jowar,black,7.21,44.99,55.44,854.3,48891,62588,1.28
BARWANI,2004,Jowar,black,7.21,44.51,51.75,485.9,48907,43227,0.88
BARWANI,2005,Jowar,black,7.21,45.05,50.56,703.2,49057,43097,0.88
BARWANI,2006,Jowar,black,7.21,45.26,55,854.4,50230,54884,1.09
BARWANI,2007,Jowar,black,7.21,45.46,52.56,457.3,48288,52313,1.08
BARWANI,2008,Jowar,black,7.21,44.76,48.44,493.5,47194,64820,1.37
BARWANI,2009,Jowar,black,7.21,46.05,52.31,843.4,46969,65061,1.39
BARWANI,2010,Jowar,black,7.21,46.4,57.25,770,45528,73044,1.6
BARWANI,2011,Jowar,black,7.21,44.31,52.12,558.5,42673,150394,3.52
BARWANI,2012,Jowar,black,7.21,43.66,50.38,475.1,40170,208102,5.18
BARWANI,2013,Jowar,black,7.21,44.83,57.88,935.8,38394,81346,2.12
BARWANI,2014,Jowar,black,7.21,45.81,52.88,728.9,30000,99000,3.3
BARWANI,2015,Jowar,black,7.21,45.35,53.06,644.8,34000,98000,2.88
BARWANI,2016,Jowar,black,7.21,47.23,50.38,603,34000,101000,2.97
BARWANI,2017,Jowar,black,7.21,44.51,49.88,645.8,33900,96380,2.84
BARWANI,2018,Jowar,black,7.21,45.47,44.94,619.2,14911,47208,3.17
BARWANI,2019,Jowar,black,7.21,45.76,57.31,1200.7,17776,29953,1.69
BARWANI,1998,Maize,black,7.21,46.28,54.56,703.2,30200,39800,1.32
BARWANI,1999,Maize,black,7.21,45.01,50.75,592.3,31454,28249,0.9
BARWANI,2000,Maize,black,7.21,45.19,42.69,505.7,32442,38219,1.18
BARWANI,2001,Maize,black,7.21,45.51,45.81,552.7,33240,66096,1.99
BARWANI,2002,Maize,black,7.21,47.21,46.25,704.4,34241,59876,1.75
BARWANI,2003,Maize,black,7.21,44.99,55.44,854.3,35841,60232,1.68
BARWANI,2004,Maize,black,7.21,44.51,51.75,485.9,35503,32390,0.91
BARWANI,2005,Maize,black,7.21,45.05,50.56,703.2,33857,32824,0.97
BARWANI,2006,Maize,black,7.21,45.26,55,854.4,33575,24415,0.73
BARWANI,2007,Maize,black,7.21,45.46,52.56,457.3,32591,34789,1.07
BARWANI,2008,Maize,black,7.21,44.76,48.44,493.5,32136,35119,1.09
BARWANI,2009,Maize,black,7.21,46.05,52.31,843.4,31887,29881,0.94
BARWANI,2010,Maize,black,7.21,46.4,57.25,770,33178,44792,1.35
BARWANI,2011,Maize,black,7.21,44.31,52.12,558.5,35197,49728,1.41
BARWANI,2012,Maize,black,7.21,43.66,50.38,475.1,39285,244209,6.22
BARWANI,2013,Maize,black,7.21,44.83,57.88,935.8,39586,133331,3.37
BARWANI,2014,Maize,black,7.21,45.81,52.88,728.9,54000,170000,3.15
BARWANI,2015,Maize,black,7.21,45.35,53.06,644.8,55000,194000,3.53
BARWANI,2016,Maize,black,7.21,47.23,50.38,603,53000,242000,4.57
BARWANI,2017,Maize,black,7.21,44.51,49.88,645.8,61090,259610,4.25
BARWANI,2018,Maize,black,7.21,45.47,44.94,619.2,57148,273065,4.78
BARWANI,2019,Maize,black,7.21,45.76,57.31,1200.7,66034,294895,4.47
BARWANI,2000,Ragi,black,7.21,45.19,42.69,505.7,1594,196,0.12
BARWANI,2001,Ragi,black,7.21,45.51,45.81,552.7,1169,192,0.16
BARWANI,2002,Ragi,black,7.21,47.21,46.25,704.4,975,199,0.2
BARWANI,2003,Ragi,black,7.21,44.99,55.44,854.3,1437,318,0.22
BARWANI,2004,Ragi,black,7.21,44.51,51.75,485.9,1467,263,0.18
BARWANI,2005,Ragi,black,7.21,45.05,50.56,703.2,938,1279,1.36
BARWANI,2006,Ragi,black,7.21,45.26,55,854.4,817,174,0.21
BARWANI,2007,Ragi,black,7.21,45.46,52.56,457.3,734,181,0.25
BARWANI,2008,Ragi,black,7.21,44.76,48.44,493.5,701,172,0.25
BARWANI,2009,Ragi,black,7.21,46.05,52.31,843.4,656,137,0.21
BARWANI,2010,Ragi,black,7.21,46.4,57.25,770,386,95,0.25
BARWANI,2011,Ragi,black,7.21,44.31,52.12,558.5,372,90,0.24
BARWANI,2012,Ragi,black,7.21,43.66,50.38,475.1,192,50,0.26
BARWANI,2013,Ragi,black,7.21,44.83,57.88,935.8,180,48,0.27
BARWANI,2014,Ragi,black,7.21,45.81,52.88,728.9,3000,0,0
BARWANI,2018,Ragi,black,7.21,45.47,44.94,619.2,15,9,0.6
BETUL,1997,Bajra,black,6.81,41.73,58.31,1350.3,500,300,0.6
BETUL,1999,Bajra,black,6.81,43.5,54.19,1447.9,52,27,0.52
BETUL,2000,Bajra,black,6.81,43.39,46,1034.3,43,23,0.53
BETUL,2001,Bajra,black,6.81,44.23,52.62,957.8,124,69,0.56
BETUL,2002,Bajra,black,6.81,44.96,49.31,1063.1,156,78,0.5
BETUL,2003,Bajra,black,6.81,44.62,56.44,1145.8,55,36,0.65
BETUL,2004,Bajra,black,6.81,43.74,52,912.5,14,7,0.5
BETUL,2012,Bajra,black,6.81,43.23,52.38,1565.4,39,90,2.31
BETUL,2013,Bajra,black,6.81,44.85,59,1684,35,67,1.91
BETUL,2018,Bajra,black,6.81,44.18,48.44,637.4,36,106,2.94
BETUL,2019,Bajra,black,6.81,45.11,56.25,1388.8,10,21,2.1
BETUL,2001,Barley,black,6.81,44.23,52.62,957.8,10,10,1
BETUL,1997,Jowar,black,6.81,41.73,58.31,1350.3,52800,22900,0.43
BETUL,1998,Jowar,black,6.81,45.09,59.44,1434.3,53500,38000,0.71
BETUL,1999,Jowar,black,6.81,43.5,54.19,1447.9,48416,29970,0.62
BETUL,2000,Jowar,black,6.81,43.39,46,1034.3,48838,31305,0.64
BETUL,2001,Jowar,black,6.81,44.23,52.62,957.8,51821,44100,0.85
BETUL,2002,Jowar,black,6.81,44.96,49.31,1063.1,52727,50882,0.97
BETUL,2003,Jowar,black,6.81,44.62,56.44,1145.8,51444,71250,1.39
BETUL,2004,Jowar,black,6.81,43.74,52,912.5,49544,32352,0.65
BETUL,2005,Jowar,black,6.81,43.49,53.81,867.9,48709,67949,1.39
BETUL,2006,Jowar,black,6.81,43.44,56.25,1258.7,45523,41790,0.92
BETUL,2007,Jowar,black,6.81,43.35,52.31,1239,46904,44230,0.94
BETUL,2008,Jowar,black,6.81,42.5,52,739.1,48057,51854,1.08
BETUL,2009,Jowar,black,6.81,43.68,53.38,1153.9,48213,47924,0.99
BETUL,2010,Jowar,black,6.81,44.58,57.19,1018.1,41724,55952,1.34
BETUL,2011,Jowar,black,6.81,43.15,54.25,843.2,33674,34819,1.03
BETUL,2012,Jowar,black,6.81,43.23,52.38,1565.4,22834,33270,1.46
BETUL,2013,Jowar,black,6.81,44.85,59,1684,20309,25894,1.28
BETUL,2014,Jowar,black,6.81,45.2,54.81,1061.5,10000,14000,1.4
BETUL,2015,Jowar,black,6.81,44.44,56.19,1240,11000,18000,1.64
BETUL,2016,Jowar,black,6.81,44.92,51.94,1046.1,17000,28000,1.65
BETUL,2017,Jowar,black,6.81,44.62,51.19,808,7500,17330,2.31
BETUL,2018,Jowar,black,6.81,44.18,48.44,637.4,3643,3956,1.09
BETUL,2019,Jowar,black,6.81,45.11,56.25,1388.8,8287,9339,1.13
BETUL,1997,Maize,black,6.81,41.73,58.31,1350.3,18300,22700,1.24
BETUL,1998,Maize,black,6.81,45.09,59.44,1434.3,20400,30500,1.5
BETUL,1999,Maize,black,6.81,43.5,54.19,1447.9,22000,39361,1.79
BETUL,2000,Maize,black,6.81,43.39,46,1034.3,24429,72854,2.98
BETUL,2001,Maize,black,6.81,44.23,52.62,957.8,26597,60463,2.27
BETUL,2002,Maize,black,6.81,44.96,49.31,1063.1,32081,71261,2.22
BETUL,2003,Maize,black,6.81,44.62,56.44,1145.8,42175,85079,2.02
BETUL,2004,Maize,black,6.81,43.74,52,912.5,44540,72050,1.62
BETUL,2005,Maize,black,6.81,43.49,53.81,867.9,45095,71998,1.6
BETUL,2006,Maize,black,6.81,43.44,56.25,1258.7,48000,50583,1.05
BETUL,2007,Maize,black,6.81,43.35,52.31,1239,46266,63540,1.37
BETUL,2008,Maize,black,6.81,42.5,52,739.1,42507,59766,1.41
BETUL,2009,Maize,black,6.81,43.68,53.38,1153.9,46594,59027,1.27
BETUL,2010,Maize,black,6.81,44.58,57.19,1018.1,48508,75842,1.56
BETUL,2011,Maize,black,6.81,43.15,54.25,843.2,49569,72174,1.46
BETUL,2012,Maize,black,6.81,43.23,52.38,1565.4,50251,175854,3.5
BETUL,2013,Maize,black,6.81,44.85,59,1684,53778,67442,1.25
BETUL,2014,Maize,black,6.81,45.2,54.81,1061.5,18000,43000,2.39
BETUL,2015,Maize,black,6.81,44.44,56.19,1240,57000,135000,2.37
BETUL,2016,Maize,black,6.81,44.92,51.94,1046.1,74000,218000,2.95
BETUL,2017,Maize,black,6.81,44.62,51.19,808,80050,318200,3.98
BETUL,2018,Maize,black,6.81,44.18,48.44,637.4,152306,357306,2.35
BETUL,2019,Maize,black,6.81,45.11,56.25,1388.8,190724,360403,1.89
BETUL,1997,Ragi,black,6.81,41.73,58.31,1350.3,38200,6700,0.18
BETUL,1998,Ragi,black,6.81,45.09,59.44,1434.3,41200,7700,0.19
BETUL,2000,Ragi,black,6.81,43.39,46,1034.3,39190,5317,0.2
BETUL,2001,Ragi,black,6.81,44.23,52.62,957.8,39318,8847,0.23
BETUL,2002,Ragi,black,6.81,44.96,49.31,1063.1,39080,7345,0.19
BETUL,2003,Ragi,black,6.81,44.62,56.44,1145.8,28346,6144,0.22
BETUL,2004,Ragi,black,6.81,43.74,52,912.5,19974,3250,0.16
BETUL,2005,Ragi,black,6.81,43.49,53.81,867.9,156,66,0.42
BETUL,2006,Ragi,black,6.81,43.44,56.25,1258.7,10527,2150,0.2
BETUL,2008,Ragi,black,6.81,43.35,52.31,739.1,10591,2225,0.21
BETUL,2009,Ragi,black,6.81,42.5,52,1153.9,3721,834,0.22
BETUL,2010,Ragi,black,6.81,43.68,53.38,1018.1,13438,4289,0.32
BETUL,2011,Ragi,black,6.81,44.58,57.19,843.2,3198,876,0.27
BETUL,2012,Ragi,black,6.81,43.15,54.25,1565.4,4129,1602,0.39
BETUL,2013,Ragi,black,6.81,43.23,52.38,1684,4152,1687,0.41
BETUL,2014,Ragi,black,6.81,44.85,59,1061.5,4000,3000,0.75
BETUL,2015,Ragi,black,6.81,45.2,54.81,1240,3000,1000,0.33
BETUL,2016,Ragi,black,6.81,44.44,56.19,1046.1,3000,2000,0.67
BETUL,2017,Ragi,black,6.81,44.92,51.94,808,2890,2410,0.83
BETUL,2018,Ragi,black,6.81,44.62,51.19,637.4,885,260,0.29
BETUL,2019,Ragi,black,6.81,44.18,48.44,1388.8,768,88,0.11
BHIND,1997,Bajra,loamy,6.73,45.4,43.5,804.5,26000,30000,1.15
BHIND,1998,Bajra,loamy,6.73,49.05,46.69,870.5,30000,40700,1.36
BHIND,1999,Bajra,loamy,6.73,47.15,39.44,852.6,30247,32911,1.09
BHIND,2000,Bajra,loamy,6.73,46.87,33.81,757.2,34248,36844,1.08
BHIND,2001,Bajra,loamy,6.73,48.05,38.38,757.9,29498,35121,1.19
BHIND,2002,Bajra,loamy,6.73,48.4,37.5,492.1,33298,34700,1.04
BHIND,2003,Bajra,loamy,6.73,48.12,44.56,790.8,34778,48046,1.38
BHIND,2004,Bajra,loamy,6.73,47.31,43.62,494.7,36108,50344,1.39
BHIND,2005,Bajra,loamy,6.73,47.9,42.88,415.3,33056,42459,1.28
BHIND,2006,Bajra,loamy,6.73,47.3,40.62,325.4,31689,34066,1.08
BHIND,2007,Bajra,loamy,6.73,47.85,41.62,846.5,33189,38076,1.15
BHIND,2008,Bajra,loamy,6.73,45.27,50,1089.3,28334,30053,1.06
BHIND,2009,Bajra,loamy,6.73,47.15,43.62,755.2,33206,39657,1.19
BHIND,2010,Bajra,loamy,6.73,48.32,48.44,683.6,35363,50222,1.42
BHIND,2011,Bajra,loamy,6.73,47.41,50.69,827,33586,51991,1.55
BHIND,2012,Bajra,loamy,6.73,48.94,45.94,730.1,36918,60857,1.65
BHIND,2013,Bajra,loamy,6.73,48.09,53.62,1103,29763,84759,2.85
BHIND,2014,Bajra,loamy,6.73,49.39,45.81,510.6,50000,112000,2.24
BHIND,2015,Bajra,loamy,6.73,46.98,46.25,545,46000,130000,2.83
BHIND,2016,Bajra,loamy,6.73,47.59,43.31,586.4,45000,165000,3.67
BHIND,2017,Bajra,loamy,6.73,47.44,41.44,492.8,61900,170470,2.75
BHIND,2018,Bajra,loamy,6.73,47.34,47.31,951,57615,158845,2.76
BHIND,2019,Bajra,loamy,6.73,48.72,53.44,793.3,74158,238605,3.22
BHIND,1997,Barley,loamy,6.73,45.4,43.5,804.5,7900,13400,1.7
BHIND,1998,Barley,loamy,6.73,49.05,46.69,870.5,7400,12000,1.62
BHIND,1999,Barley,loamy,6.73,47.15,39.44,852.6,7661,13786,1.8
BHIND,2000,Barley,loamy,6.73,46.87,33.81,757.2,8154,8433,1.03
BHIND,2001,Barley,loamy,6.73,48.05,38.38,757.9,7104,11870,1.67
BHIND,2002,Barley,loamy,6.73,48.4,37.5,492.1,10026,15132,1.51
BHIND,2003,Barley,loamy,6.73,48.12,44.56,790.8,10553,22447,2.13
BHIND,2004,Barley,loamy,6.73,47.31,43.62,494.7,10388,19953,1.92
BHIND,2005,Barley,loamy,6.73,47.9,42.88,415.3,9692,19408,2
BHIND,2007,Barley,loamy,6.73,47.85,41.62,846.5,7400,9963,1.35
BHIND,2008,Barley,loamy,6.73,45.27,50,1089.3,5315,10697,2.01
BHIND,2009,Barley,loamy,6.73,47.15,43.62,755.2,5114,9282,1.82
BHIND,2010,Barley,loamy,6.73,48.32,48.44,683.6,4447,9410,2.12
BHIND,2011,Barley,loamy,6.73,47.41,50.69,827,4443,11981,2.7
BHIND,2012,Barley,loamy,6.73,48.94,45.94,730.1,4747,7184,1.52
BHIND,2013,Barley,loamy,6.73,48.09,53.62,1103,4492,17184,3.83
BHIND,2014,Barley,loamy,6.73,49.39,45.81,510.6,1000,1000,1
BHIND,2015,Barley,loamy,6.73,46.98,46.25,545,3000,8000,2.67
BHIND,2016,Barley,loamy,6.73,47.59,43.31,586.4,3850,12000,3.12
BHIND,2017,Barley,loamy,6.73,47.44,41.44,492.8,4370,17280,3.95
BHIND,2018,Barley,loamy,6.73,47.34,47.31,951,412,1464,3.55
BHIND,2019,Barley,loamy,6.73,48.72,53.44,793.3,236,677,2.87
BHIND,1997,Jowar,loamy,6.73,45.4,43.5,804.5,14400,15200,1.06
BHIND,1998,Jowar,loamy,6.73,49.05,46.69,870.5,13600,18400,1.35
BHIND,1999,Jowar,loamy,6.73,47.15,39.44,852.6,10553,13305,1.26
BHIND,2000,Jowar,loamy,6.73,46.87,33.81,757.2,12691,3083,0.24
BHIND,2001,Jowar,loamy,6.73,48.05,38.38,757.9,12079,15237,1.26
BHIND,2002,Jowar,loamy,6.73,48.4,37.5,492.1,10530,13362,1.27
BHIND,2003,Jowar,loamy,6.73,48.12,44.56,790.8,11027,16110,1.46
BHIND,2004,Jowar,loamy,6.73,47.31,43.62,494.7,9719,13305,1.37
BHIND,2005,Jowar,loamy,6.73,47.9,42.88,415.3,10732,14025,1.31
BHIND,2006,Jowar,loamy,6.73,47.3,40.62,325.4,10408,10689,1.03
BHIND,2007,Jowar,loamy,6.73,47.85,41.62,846.5,9895,12790,1.29
BHIND,2008,Jowar,loamy,6.73,45.27,50,1089.3,7061,7563,1.07
BHIND,2009,Jowar,loamy,6.73,47.15,43.62,755.2,7182,9096,1.27
BHIND,2010,Jowar,loamy,6.73,48.32,48.44,683.6,6250,10457,1.67
BHIND,2011,Jowar,loamy,6.73,47.41,50.69,827,6274,9535,1.52
BHIND,2012,Jowar,loamy,6.73,48.94,45.94,730.1,6054,8198,1.35
BHIND,2013,Jowar,loamy,6.73,48.09,53.62,1103,4858,11983,2.47
BHIND,2014,Jowar,loamy,6.73,49.39,45.81,510.6,7000,16000,2.29
BHIND,2015,Jowar,loamy,6.73,46.98,46.25,545,6000,22000,3.67
BHIND,2016,Jowar,loamy,6.73,47.59,43.31,586.4,6000,12000,2
BHIND,2017,Jowar,loamy,6.73,47.44,41.44,492.8,11300,28700,2.54
BHIND,2018,Jowar,loamy,6.73,47.34,47.31,951,8262,20886,2.53
BHIND,2019,Jowar,loamy,6.73,48.72,53.44,793.3,9643,19971,2.07
BHIND,1999,Maize,loamy,6.73,47.15,39.44,852.6,5,8,1.6
BHIND,2001,Maize,loamy,6.73,46.87,33.81,757.9,40,81,2.03
BHIND,2002,Maize,loamy,6.73,48.05,38.38,492.1,3,7,2.33
BHIND,2003,Maize,loamy,6.73,48.4,37.5,790.8,4,8,2
BHIND,2004,Maize,loamy,6.73,48.12,44.56,494.7,134,215,1.6
BHIND,2007,Maize,loamy,6.73,47.85,41.62,846.5,3,2,0.67
BHIND,2008,Maize,loamy,6.73,45.27,50,1089.3,2,2,1
BHIND,2009,Maize,loamy,6.73,47.15,43.62,755.2,1,1,1
BHIND,2010,Maize,loamy,6.73,48.32,48.44,683.6,42,50,1.19
BHIND,2018,Maize,loamy,6.73,47.34,47.31,951,3,5,1.67
BHIND,2019,Maize,loamy,6.73,48.72,53.44,793.3,11,12,1.09
BHIND,2001,Ragi,loamy,6.73,48.05,38.38,757.9,17,7,0.41
BHIND,2002,Ragi,loamy,6.73,48.4,37.5,492.1,1,0,0
BHIND,2004,Ragi,loamy,6.73,47.31,43.62,494.7,2,,0
BHIND,2005,Ragi,loamy,6.73,47.9,42.88,415.3,2,,0
BHIND,2008,Ragi,loamy,6.73,45.27,50,1089.3,4,1,0.25
BHIND,2012,Ragi,loamy,6.73,48.94,45.94,730.1,5,1,0.2
BHIND,2018,Ragi,loamy,6.73,47.34,47.31,951,6,4,0.67
BHOPAL,2018,Bajra,black,6.92,45.76,48.94,838.1,15,36,2.4
BHOPAL,2019,Bajra,black,6.92,46.37,56.06,1926.9,7,15,2.14
BHOPAL,1999,Barley,black,6.92,44.42,51.06,1244.6,8,10,1.25
BHOPAL,2000,Barley,black,6.92,44.76,42.56,892.4,6,6,1
BHOPAL,2001,Barley,black,6.92,45.51,48.38,946.9,2,3,1.5
BHOPAL,2003,Barley,black,6.92,45.55,54.75,1093.5,2,3,1.5
BHOPAL,2010,Barley,black,6.92,45.81,55.25,545.3,1,2,2
BHOPAL,2018,Barley,black,6.92,45.76,48.94,838.1,1,1,1
BHOPAL,2019,Barley,black,6.92,46.37,56.06,1926.9,4,10,2.5
BHOPAL,1997,Jowar,black,6.92,43.06,56.69,1080.4,3000,2600,0.87
BHOPAL,1998,Jowar,black,6.92,46.11,56.56,1051.8,2400,2900,1.21
BHOPAL,1999,Jowar,black,6.92,44.42,51.06,1244.6,1949,1937,0.99
BHOPAL,2000,Jowar,black,6.92,44.76,42.56,892.4,1426,1638,1.15
BHOPAL,2001,Jowar,black,6.92,45.51,48.38,946.9,1727,1746,1.01
BHOPAL,2002,Jowar,black,6.92,45.69,45.88,791.7,2515,2559,1.02
BHOPAL,2003,Jowar,black,6.92,45.55,54.75,1093.5,3170,3711,1.17
BHOPAL,2004,Jowar,black,6.92,45.22,50.5,1021.8,2691,3297,1.23
BHOPAL,2005,Jowar,black,6.92,44.43,50.38,937.2,1751,2086,1.19
BHOPAL,2006,Jowar,black,6.92,45.04,53.81,1685.2,1530,1941,1.27
BHOPAL,2007,Jowar,black,6.92,44.19,51.62,703.6,1322,1748,1.32
BHOPAL,2008,Jowar,black,6.92,43.31,51.69,608.3,854,1244,1.46
BHOPAL,2009,Jowar,black,6.92,44.92,52.31,874.3,609,944,1.55
BHOPAL,2010,Jowar,black,6.92,45.81,55.25,545.3,237,474,2
BHOPAL,2011,Jowar,black,6.92,45.45,55,1174.7,116,171,1.47
BHOPAL,2012,Jowar,black,6.92,44.71,50.62,1140.3,77,171,2.22
BHOPAL,2013,Jowar,black,6.92,45.85,57.56,1374.6,26,25,0.96
BHOPAL,2016,Jowar,black,6.92,47.18,52,1576.8,1000,1000,1
BHOPAL,2017,Jowar,black,6.92,45.93,48.62,806,150,320,2.2
BHOPAL,2018,Jowar,black,6.92,45.76,48.94,838.1,19,33,1.74
BHOPAL,2019,Jowar,black,6.92,46.37,56.06,1926.9,19,28,1.47
BHOPAL,1997,Maize,black,6.92,43.06,56.69,1080.4,2100,1200,0.57
BHOPAL,1998,Maize,black,6.92,46.11,56.56,1051.8,2100,2100,1
BHOPAL,1999,Maize,black,6.92,44.42,51.06,1244.6,2116,2683,1.27
BHOPAL,2000,Maize,black,6.92,44.76,42.56,892.4,2171,3407,1.57
BHOPAL,2001,Maize,black,6.92,45.51,48.38,946.9,2341,3946,1.69
BHOPAL,2002,Maize,black,6.92,45.69,45.88,791.7,2662,4906,1.84
BHOPAL,2003,Maize,black,6.92,45.55,54.75,1093.5,2926,4584,1.57
BHOPAL,2004,Maize,black,6.92,45.22,50.5,1021.8,2938,3819,1.3
BHOPAL,2005,Maize,black,6.92,44.43,50.38,937.2,2851,3434,1.2
BHOPAL,2006,Maize,black,6.92,45.04,53.81,1685.2,2828,2474,0.87
BHOPAL,2007,Maize,black,6.92,44.19,51.62,703.6,3031,3508,1.16
BHOPAL,2008,Maize,black,6.92,43.31,51.69,608.3,2851,3280,1.15
BHOPAL,2009,Maize,black,6.92,44.92,52.31,874.3,2756,2774,1.01
BHOPAL,2010,Maize,black,6.92,45.81,55.25,545.3,2682,3800,1.42
BHOPAL,2011,Maize,black,6.92,45.45,55,1174.7,2803,3831,1.37
BHOPAL,2012,Maize,black,6.92,44.71,50.62,1140.3,2590,5845,2.26
BHOPAL,2013,Maize,black,6.92,45.85,57.56,1374.6,2223,1684,0.76
BHOPAL,2014,Maize,black,6.92,46.8,54.56,880.7,25000,38000,1.52
BHOPAL,2015,Maize,black,6.92,45.79,54.44,1101.8,3000,7000,2.33
BHOPAL,2016,Maize,black,6.92,47.18,52,1576.8,8000,16000,2
BHOPAL,2017,Maize,black,6.92,45.93,48.62,806,5920,15540,2.63
BHOPAL,2018,Maize,black,6.92,45.76,48.94,838.1,3889,7511,1.93
BHOPAL,2019,Maize,black,6.92,46.37,56.06,1926.9,4373,7106,1.62
BURHANPUR,2003,Bajra,black,6.93,45.8,55.12,992.3,192,199,1.04
BURHANPUR,2004,Bajra,black,6.93,45.26,51.06,748.4,365,223,0.61
BURHANPUR,2005,Bajra,black,6.93,45.33,51.31,586.4,126,90,0.71
BURHANPUR,2006,Bajra,black,6.93,46.02,56.06,764.1,107,82,0.77
BURHANPUR,2007,Bajra,black,6.93,45.6,52.56,526,226,147,0.65
BURHANPUR,2008,Bajra,black,6.93,44.94,48.44,723.5,52,37,0.71
BURHANPUR,2009,Bajra,black,6.93,45.76,52,643.5,54,44,0.81
BURHANPUR,2010,Bajra,black,6.93,46.58,57.44,632.6,93,100,1.08
BURHANPUR,2011,Bajra,black,6.93,44.97,53.06,769.8,102,105,1.03
BURHANPUR,2012,Bajra,black,6.93,44.79,51.62,1072,108,129,1.19
BURHANPUR,2013,Bajra,black,6.93,46.44,58.19,1488.4,69,74,1.07
BURHANPUR,2017,Bajra,black,6.93,45.4,51.81,911.4,100,100,1
BURHANPUR,2018,Bajra,black,6.93,46.26,46.88,829.7,33,47,1.42
BURHANPUR,2019,Bajra,black,6.93,46.2013,56.25,1336.8,85,70,0.82
BURHANPUR,2015,Barley,black,6.93,46.4,54.56,866.6,6000,15000,2.5
BURHANPUR,2016,Barley,black,6.93,47.64,51.62,830.9,6000,18000,3
BURHANPUR,2017,Barley,black,6.93,45.4,51.81,911.4,1400,2040,1.46
BURHANPUR,2003,Jowar,black,6.93,45.8,55.12,992.3,16203,21113,1.3
BURHANPUR,2004,Jowar,black,6.93,45.26,51.06,748.4,13618,16851,1.24
BURHANPUR,2005,Jowar,black,6.93,45.33,51.31,586.4,13622,17706,1.3
BURHANPUR,2006,Jowar,black,6.93,46.02,56.06,764.1,12909,15193,1.18
BURHANPUR,2007,Jowar,black,6.93,45.6,52.56,526,12844,15766,1.23
BURHANPUR,2008,Jowar,black,6.93,44.94,48.44,723.5,12605,17575,1.39
BURHANPUR,2009,Jowar,black,6.93,45.76,52,643.5,11523,15579,1.35
BURHANPUR,2010,Jowar,black,6.93,46.58,57.44,632.6,11177,22825,2.04
BURHANPUR,2011,Jowar,black,6.93,44.97,53.06,769.8,10969,20742,1.89
BURHANPUR,2012,Jowar,black,6.93,44.79,51.62,1072,9330,27210,2.92
BURHANPUR,2013,Jowar,black,6.93,46.44,58.19,1488.4,9049,43412,4.8
BURHANPUR,2014,Jowar,black,6.93,46.08,52.88,1097.9,8000,14000,1.75
BURHANPUR,2015,Jowar,black,6.93,46.4,54.56,866.6,8000,28000,3.5
BURHANPUR,2016,Jowar,black,6.93,47.64,51.62,830.9,11000,41000,3.73
BURHANPUR,2017,Jowar,black,6.93,45.4,51.81,911.4,9600,33690,3.51
BURHANPUR,2018,Jowar,black,6.93,46.26,46.88,829.7,5250,19588,3.73
BURHANPUR,2019,Jowar,black,6.93,46.2013,56.25,1336.8,6672,15859,2.38
BURHANPUR,2003,Maize,black,6.93,45.8,55.12,992.3,2001,6846,3.42
BURHANPUR,2004,Maize,black,6.93,45.26,51.06,748.4,2054,3598,1.75
BURHANPUR,2005,Maize,black,6.93,45.33,51.31,586.4,2846,6047,2.12
BURHANPUR,2006,Maize,black,6.93,46.02,56.06,764.1,3334,4542,1.36
BURHANPUR,2007,Maize,black,6.93,45.6,52.56,526,3545,6112,1.72
BURHANPUR,2008,Maize,black,6.93,44.94,48.44,723.5,4233,7692,1.82
